SEXE,REG_NAF,data_type,category,NB_POSTES,REMU_TOT_ANNU
F,09_H,region,FRD,13159,33407
F,09_H,region,FRE,34000,29772
F,09_H,region,FRF,17200,27882
F,09_H,region,FRG,16573,32487
F,09_H,region,FRH,10254,33966
F,09_H,region,FRI,40209,29270
F,09_H,region,FRJ,34676,30347
F,09_H,region,FRK,23273,35521
F,09_H,region,FRL,27313,46563
F,09_H,region,FRY,4121,41586
F,10_I,region,FR1,86956,22952
F,10_I,region,FRB,3434,41354
F,10_I,region,FRC,8511,23382
F,10_I,region,FRD,7632,22900
F,10_I,region,FRE,30357,17048
F,10_I,region,FRF,46134,22648
F,10_I,region,FRG,9499,34549
F,10_I,region,FRH,11652,26242
F,10_I,region,FRI,19697,23569
F,10_I,region,FRJ,30457,23276
F,10_I,region,FRK,37140,26660
F,10_I,region,FRL,36206,24860
F,10_I,region,FRY,5269,24692
F,11_J,region,FR1,135852,58041
F,11_J,region,FRB,2051,44816
F,11_J,region,FRC,2486,42612
F,11_J,region,FRD,3521,48111
F,11_J,region,FRE,10847,54488
F,11_J,region,FRF,12531,37144
F,11_J,region,FRG,12493,39388
F,11_J,region,FRH,7710,41903
F,11_J,region,FRI,8472,51531
F,11_J,region,FRJ,14978,45975
F,11_J,region,FRK,23417,44611
F,11_J,region,FRL,22426,42455
F,11_J,region,FRY,951,49052
F,12_K,region,FR1,138836,70660
F,12_K,region,FRB,10819,45264
F,12_K,region,FRC,16260,43710
F,12_K,region,FRD,11372,44353
F,12_K,region,FRE,29328,46665
F,12_K,region,FRF,24059,42006
F,12_K,region,FRG,29502,40381
F,12_K,region,FRH,28857,45629
F,12_K,region,FRI,29545,46985
F,12_K,region,FRJ,41660,40227
F,12_K,region,FRK,51581,44360
F,12_K,region,FRL,15910,47058
F,12_K,region,FRY,11067,49995
F,13_L,region,FR1,29866,44244
F,13_L,region,FRB,2252,35187
F,13_L,region,FRC,3743,32842
F,13_L,region,FRD,7380,28782
F,13_L,region,FRE,7633,33673
F,13_L,region,FRF,4973,38421
F,13_L,region,FRG,3241,33265
F,13_L,region,FRH,4672,30913
F,13_L,region,FRI,7521,33260
F,13_L,region,FRJ,5060,37887
F,13_L,region,FRK,16745,41267
F,13_L,region,FRL,7195,35287
F,13_L,region,FRY,3066,42157
F,14_M,region,FR1,227907,58223
F,14_M,region,FRB,6028,38106
F,14_M,region,FRC,16387,32652
F,14_M,region,FRD,23294,33967
F,14_M,region,FRE,20226,45382
F,14_M,region,FRF,20097,40730
F,14_M,region,FRG,17894,41040
F,14_M,region,FRH,20187,33391
F,14_M,region,FRI,22036,38532
F,14_M,region,FRJ,32065,36999
F,14_M,region,FRK,85560,41176
F,14_M,region,FRL,32402,38162
F,14_M,region,FRY,5967,31076
F,15_N,region,FR1,227357,32083
F,15_N,region,FRB,29461,24787
F,15_N,region,FRC,29273,25895
F,15_N,region,FRD,22455,20307
F,15_N,region,FRE,100348,23355
F,15_N,region,FRF,69909,23055
F,15_N,region,FRG,61215,24131
F,15_N,region,FRH,46788,24318
F,15_N,region,FRI,60383,25356
F,15_N,region,FRJ,58623,23421
F,15_N,region,FRK,103959,22581
F,15_N,region,FRL,71645,24322
F,15_N,region,FRY,17409,22425
F,17_O,region,FR1,54639,38282
F,17_O,region,FRB,1870,36891
F,17_O,region,FRC,4085,32495
F,17_O,region,FRD,6771,33094
F,17_O,region,FRE,11069,31424
F,17_O,region,FRF,13590,32012
F,17_O,region,FRG,2455,31913
F,17_O,region,FRH,4642,34010
F,17_O,region,FRI,30550,30595
F,17_O,region,FRJ,30100,31405
F,17_O,region,FRK,16750,33835
F,17_O,region,FRL,17390,34828
F,17_O,region,FRY,5887,39134
F,18_P,region,FR1,12518,32562
F,18_P,region,FRB,1513,30504
F,18_P,region,FRC,1002,39030
F,18_P,region,FRD,1479,29439
F,18_P,region,FRE,5438,29613
F,18_P,region,FRF,1341,29856
F,18_P,region,FRG,1494,20835
F,18_P,region,FRH,322,27850
F,18_P,region,FRI,1269,29604
F,18_P,region,FRJ,4733,26970
F,18_P,region,FRK,3366,18663
F,18_P,region,FRL,2049,26289
F,18_P,region,FRY,286,36375
F,19_Q,region,FR1,208904,31392
F,19_Q,region,FRB,63106,25532
F,19_Q,region,FRC,45307,23708
F,19_Q,region,FRD,77517,26987
F,19_Q,region,FRE,101948,24981
F,19_Q,region,FRF,140062,24954
F,19_Q,region,FRG,113101,24650
F,19_Q,region,FRH,49553,27513
F,19_Q,region,FRI,129511,25350
F,19_Q,region,FRJ,114244,28001
F,19_Q,region,FRK,130680,28171
F,19_Q,region,FRL,126699,25728
F,19_Q,region,FRY,32932,25945
F,20_R,region,FR1,33571,29779
F,20_R,region,FRB,2319,32606
F,20_R,region,FRC,1427,19669
F,20_R,region,FRD,1778,27390
F,20_R,region,FRE,4123,35044
F,20_R,region,FRF,7041,41431
F,20_R,region,FRG,7279,25300
F,20_R,region,FRH,754,30544
F,20_R,region,FRI,5125,38753
F,20_R,region,FRJ,2783,27076
F,20_R,region,FRK,8979,30495
F,20_R,region,FRL,8010,31366
F,20_R,region,FRY,1859,44296
F,21_S,region,FR1,45915,31548
F,21_S,region,FRB,4039,26763
F,21_S,region,FRC,6171,30387
F,21_S,region,FRD,8319,24588
F,21_S,region,FRE,10861,23147
F,21_S,region,FRF,19174,24664
F,21_S,region,FRG,12360,19133
F,21_S,region,FRH,3475,33926
F,21_S,region,FRI,11103,26309
F,21_S,region,FRJ,4130,31736
F,21_S,region,FRK,19421,24346
F,21_S,region,FRL,2853,37894
F,21_S,region,FRY,4732,36784
H,04_BDE,region,FR1,60345,53656
H,04_BDE,region,FRB,8579,36629
H,04_BDE,region,FRC,15129,40290
H,04_BDE,region,FRD,6898,56815
H,04_BDE,region,FRE,25751,49489
H,04_BDE,region,FRF,22137,50262
H,04_BDE,region,FRG,8844,40466
H,04_BDE,region,FRH,5891,47781
H,04_BDE,region,FRI,7846,43375
H,04_BDE,region,FRJ,25720,50557
H,04_BDE,region,FRK,47349,45060
H,04_BDE,region,FRL,23529,37923
H,04_BDE,region,FRY,6636,48271
H,05_C,region,FR1,199517,65789
H,05_C,region,FRB,83501,41595
H,05_C,region,FRC,120680,41082
H,05_C,region,FRD,141916,40002
H,05_C,region,FRE,164569,43009
H,05_C,region,FRF,217767,43424
H,05_C,region,FRG,166474,38212
H,05_C,region,FRH,120399,34827
H,05_C,region,FRI,147765,42615
H,05_C,region,FRJ,106500,45389
H,05_C,region,FRK,259231,51247
H,05_C,region,FRL,84643,49076
H,05_C,region,FRY,15199,40657
H,06_F,region,FR1,186943,44267
H,06_F,region,FRB,35575,33610
H,06_F,region,FRC,29272,36490
H,06_F,region,FRD,42216,35173
H,06_F,region,FRE,64632,36152
H,06_F,region,FRF,55518,36502
H,06_F,region,FRG,62428,36283
H,06_F,region,FRH,59428,38759
H,06_F,region,FRI,53753,37686
H,06_F,region,FRJ,73398,35428
H,06_F,region,FRK,119968,34176
H,06_F,region,FRL,90697,33115
H,06_F,region,FRY,7150,39195
H,08_G,region,FR1,305874,52380
H,08_G,region,FRB,39655,36387
H,08_G,region,FRC,38608,31158
H,08_G,region,FRD,60018,31024
H,08_G,region,FRE,104363,39315
H,08_G,region,FRF,90762,38381
H,08_G,region,FRG,80805,37476
H,08_G,region,FRH,47168,33959
H,08_G,region,FRI,90189,35914
H,08_G,region,FRJ,162139,31891
H,08_G,region,FRK,188947,36246
H,08_G,region,FRL,64460,40575
H,08_G,region,FRY,39599,32454
H,09_H,region,FR1,329377,41904
H,09_H,region,FRB,26866,37279
H,09_H,region,FRC,30822,34451
H,09_H,region,FRD,27788,37014
H,09_H,region,FRE,111116,28062
H,09_H,region,FRF,40386,31030
H,09_H,region,FRG,52752,36309
H,09_H,region,FRH,36785,31442
H,09_H,region,FRI,54210,35926
H,09_H,region,FRJ,58236,38186
H,09_H,region,FRK,61645,37829
H,09_H,region,FRL,61577,36908
H,09_H,region,FRY,13850,36663
H,10_I,region,FR1,87854,32451
H,10_I,region,FRB,10907,34951
H,10_I,region,FRC,20119,17260
H,10_I,region,FRD,2762,20061
H,10_I,region,FRE,24581,22817
H,10_I,region,FRF,22175,29607
H,10_I,region,FRG,35560,23630
H,10_I,region,FRH,5079,39686
H,10_I,region,FRI,19246,33758
H,10_I,region,FRJ,25731,27597
H,10_I,region,FRK,70130,22684
H,10_I,region,FRL,17504,44557
H,10_I,region,FRY,2481,36549
H,11_J,region,FR1,249472,69275
H,11_J,region,FRB,6982,46866
H,11_J,region,FRC,3818,48357
H,11_J,region,FRD,6798,53220
H,11_J,region,FRE,21668,46408
H,11_J,region,FRF,21535,44486
H,11_J,region,FRG,33577,53976
H,11_J,region,FRH,30168,49007
H,11_J,region,FRI,27274,45646
H,11_J,region,FRJ,35657,55005
H,11_J,region,FRK,46876,53069
H,11_J,region,FRL,43600,55143
H,11_J,region,FRY,6159,51043
H,12_K,region,FR1,130400,106797
H,12_K,region,FRB,5551,56358
H,12_K,region,FRC,7868,61705
H,12_K,region,FRD,9982,54271
H,12_K,region,FRE,18473,52676
H,12_K,region,FRF,13267,52021
H,12_K,region,FRG,20759,48975
H,12_K,region,FRH,18757,50904
H,12_K,region,FRI,15289,72217
H,12_K,region,FRJ,21170,54947
H,12_K,region,FRK,21007,63589
H,12_K,region,FRL,15287,63171
H,12_K,region,FRY,4203,64097
H,13_L,region,FR1,25405,54507
H,13_L,region,FRB,1449,33494
H,13_L,region,FRC,6840,33473
H,13_L,region,FRD,2958,72433
H,13_L,region,FRE,7345,37471
H,13_L,region,FRF,2781,48016
H,13_L,region,FRG,1544,48153
H,13_L,region,FRH,2333,27572
H,13_L,region,FRI,4653,45103
H,13_L,region,FRJ,2103,38935
H,13_L,region,FRK,14879,40664
H,13_L,region,FRL,2719,48939
H,13_L,region,FRY,1715,73630
H,14_M,region,FR1,261808,77266
H,14_M,region,FRB,13814,41870
H,14_M,region,FRC,10038,54135
H,14_M,region,FRD,27700,40928
H,14_M,region,FRE,35834,48251
H,14_M,region,FRF,32513,44251
H,14_M,region,FRG,16365,49232
H,14_M,region,FRH,15912,37623
H,14_M,region,FRI,26388,47479
H,14_M,region,FRJ,60587,43780
H,14_M,region,FRK,98419,44886
H,14_M,region,FRL,37701,54897
H,14_M,region,FRY,4922,51701
H,15_N,region,FR1,318437,33828
H,15_N,region,FRB,16378,28042
H,15_N,region,FRC,26481,27084
H,15_N,region,FRD,16346,41269
H,15_N,region,FRE,100970,30359
H,15_N,region,FRF,54672,30819
H,15_N,region,FRG,45288,32294
H,15_N,region,FRH,46312,31557
H,15_N,region,FRI,81526,29498
H,15_N,region,FRJ,45620,30193
H,15_N,region,FRK,68790,32248
H,15_N,region,FRL,73519,35438
H,15_N,region,FRY,27833,26463
H,17_O,region,FR1,10367,46332
H,17_O,region,FRB,589,40364
H,17_O,region,FRC,952,46592
H,17_O,region,FRD,1204,48973
H,17_O,region,FRE,3095,37425
H,17_O,region,FRF,2020,44836
H,17_O,region,FRG,534,42653
H,17_O,region,FRH,846,58660
H,17_O,region,FRI,9275,26432
H,17_O,region,FRJ,2275,46260
H,17_O,region,FRK,4260,43876
H,17_O,region,FRL,9164,33628
H,17_O,region,FRY,1766,56598
H,18_P,region,FR1,5613,44548
H,18_P,region,FRB,1038,41447
H,18_P,region,FRC,3481,57280
H,18_P,region,FRD,1074,30250
H,18_P,region,FRE,4178,28457
H,18_P,region,FRF,3179,10250
H,18_P,region,FRG,3726,21684
H,18_P,region,FRH,145,47257
H,18_P,region,FRI,1031,37715
H,18_P,region,FRJ,1536,31865
H,18_P,region,FRK,1677,43161
H,18_P,region,FRL,3370,31044
H,18_P,region,FRY,303,52577
H,19_Q,region,FR1,56298,36544
H,19_Q,region,FRB,19929,25965
H,19_Q,region,FRC,8849,24747
H,19_Q,region,FRD,20411,28589
H,19_Q,region,FRE,36068,25342
H,19_Q,region,FRF,28326,30151
H,19_Q,region,FRG,8841,25302
H,19_Q,region,FRH,22335,28375
H,19_Q,region,FRI,38687,23743
H,19_Q,region,FRJ,39551,30070
H,19_Q,region,FRK,42568,35778
H,19_Q,region,FRL,47614,22731
H,19_Q,region,FRY,9739,31143
H,20_R,region,FR1,34184,60559
H,20_R,region,FRB,2440,33642
H,20_R,region,FRC,836,41353
H,20_R,region,FRD,1656,34450
H,20_R,region,FRE,7130,43434
H,20_R,region,FRF,7065,44915
H,20_R,region,FRG,3621,44920
H,20_R,region,FRH,413,47624
H,20_R,region,FRI,12939,48261
H,20_R,region,FRJ,8043,31421
H,20_R,region,FRK,14074,32733
H,20_R,region,FRL,7160,47934
H,20_R,region,FRY,1458,53058
H,21_S,region,FR1,22735,43951
H,21_S,region,FRB,2263,33033
H,21_S,region,FRC,12164,37417
H,21_S,region,FRD,8054,31522
H,21_S,region,FRE,10551,26492
H,21_S,region,FRF,2999,26959
H,21_S,region,FRG,8368,44683
H,21_S,region,FRH,4301,31529
H,21_S,region,FRI,13372,26956
H,21_S,region,FRJ,11255,21749
H,21_S,region,FRK,7828,33028
H,21_S,region,FRL,10732,27602
H,21_S,region,FRY,3645,36023
F,04_BDE,region,E,75392,48368
F,05_C,region,E,641781,39693
F,06_F,region,E,102256,40038
F,08_G,region,E,1127479,31322
F,09_H,region,E,383631,35600
F,10_I,region,E,332944,23732
F,11_J,region,E,257737,51575
F,12_K,region,E,438794,52550
F,13_L,region,E,103348,38250
F,14_M,region,E,530051,47060
F,15_N,region,E,898825,25802
F,17_O,region,E,199798,34131
F,18_P,region,E,36809,29063
F,19_Q,region,E,1333563,26848
F,20_R,region,E,85048,31476
F,21_S,region,E,152552,27571
H,04_BDE,region,E,264653,47484
H,05_C,region,E,1828159,45686
H,06_F,region,E,880977,37414
H,08_G,region,E,1312588,39550
H,09_H,region,E,905409,37125
H,10_I,region,E,344128,28233
H,11_J,region,E,533584,59640
H,12_K,region,E,302013,78623
H,13_L,region,E,76725,46670
H,14_M,region,E,642003,58747
H,15_N,region,E,922173,32145
H,17_O,region,E,46347,39520
H,18_P,region,E,30353,34423
H,19_Q,region,E,379215,29039
H,20_R,region,E,101018,47637
H,21_S,region,E,118268,33350
E,04_BDE,region,FR1,83777,55080
E,04_BDE,region,FRB,12014,39647
E,04_BDE,region,FRC,16399,40147
E,04_BDE,region,FRD,8265,56959
E,04_BDE,region,FRE,34257,45350
E,04_BDE,region,FRF,27899,50188
E,04_BDE,region,FRG,9256,40715
E,04_BDE,region,FRH,7731,50088
E,04_BDE,region,FRI,10344,42182
E,04_BDE,region,FRJ,39079,46483
E,04_BDE,region,FRK,56311,46209
E,04_BDE,region,FRL,26902,38905
E,04_BDE,region,FRY,7813,47705
E,05_C,region,FR1,294925,63075
E,05_C,region,FRB,129604,39072
E,05_C,region,FRC,152886,39551
E,05_C,region,FRD,176870,39631
E,05_C,region,FRE,205175,42574
E,05_C,region,FRF,281445,41909
E,05_C,region,FRG,220526,37056
E,05_C,region,FRH,167837,34661
E,05_C,region,FRI,185498,41775
E,05_C,region,FRJ,135932,44293
E,05_C,region,FRK,377140,46454
E,05_C,region,FRL,120391,46548
E,05_C,region,FRY,21711,39093
E,06_F,region,FR1,214966,44620
E,06_F,region,FRB,37702,33338
E,06_F,region,FRC,31582,36613
E,06_F,region,FRD,43665,35269
E,06_F,region,FRE,72892,36277
E,06_F,region,FRF,62030,36277
E,06_F,region,FRG,67971,36182
E,06_F,region,FRH,63372,39376
E,06_F,region,FRI,59669,38715
E,06_F,region,FRJ,83536,35155
E,06_F,region,FRK,138166,33919
E,06_F,region,FRL,100055,34311
E,06_F,region,FRY,7628,39257
E,08_G,region,FR1,553243,47032
E,08_G,region,FRB,82184,32837
E,08_G,region,FRC,60397,29572
E,08_G,region,FRD,123522,30568
E,08_G,region,FRE,211467,33973
E,08_G,region,FRF,155805,34362
E,08_G,region,FRG,140183,34689
E,08_G,region,FRH,106386,29872
E,08_G,region,FRI,220623,30400
E,08_G,region,FRJ,244177,30749
E,08_G,region,FRK,330125,34241
E,08_G,region,FRL,146728,34061
E,08_G,region,FRY,65226,28738
E,09_H,region,FR1,457789,41728
E,09_H,region,FRB,38613,35676
E,09_H,region,FRC,53516,31848
E,09_H,region,FRD,40947,35849
E,09_H,region,FRE,145116,28462
E,09_H,region,FRF,57586,30111
E,09_H,region,FRG,69325,35398
E,09_H,region,FRH,47039,31989
E,09_H,region,FRI,94418,33270
E,09_H,region,FRJ,92912,35233
E,09_H,region,FRK,84918,37189
E,09_H,region,FRL,88890,39854
E,09_H,region,FRY,17971,37777
E,10_I,region,FR1,174809,27726
E,10_I,region,FRB,14341,36484
E,10_I,region,FRC,28630,19080
E,10_I,region,FRD,10394,22146
E,10_I,region,FRE,54938,19622
E,10_I,region,FRF,68309,24907
E,10_I,region,FRG,45059,25932
E,10_I,region,FRH,16731,30323
E,10_I,region,FRI,38943,28604
E,10_I,region,FRJ,56188,25255
E,10_I,region,FRK,107271,24061
E,10_I,region,FRL,53709,31280
E,10_I,region,FRY,7750,28487
E,11_J,region,FR1,385324,65315
E,11_J,region,FRB,9033,46401
E,11_J,region,FRC,6304,46092
E,11_J,region,FRD,10319,51477
E,11_J,region,FRE,32515,49104
E,11_J,region,FRF,34067,41785
E,11_J,region,FRG,46070,50022
E,11_J,region,FRH,37878,47561
E,11_J,region,FRI,35746,47041
E,11_J,region,FRJ,50636,52334
E,11_J,region,FRK,70293,50254
E,11_J,region,FRL,66027,50834
E,11_J,region,FRY,7110,50777
E,12_K,region,FR1,269236,88163
E,12_K,region,FRB,16370,48985
E,12_K,region,FRC,24128,49578
E,12_K,region,FRD,21354,48989
E,12_K,region,FRE,47801,48985
E,12_K,region,FRF,37326,45566
E,12_K,region,FRG,50261,43923
E,12_K,region,FRH,47614,47707
E,12_K,region,FRI,44834,55583
E,12_K,region,FRJ,62830,45187
E,12_K,region,FRK,72588,49942
E,12_K,region,FRL,31197,54954
E,12_K,region,FRY,15270,53878
E,13_L,region,FR1,55271,48962
E,13_L,region,FRB,3701,34519
E,13_L,region,FRC,10584,33250
E,13_L,region,FRD,10338,41272
E,13_L,region,FRE,14978,35537
E,13_L,region,FRF,7754,41862
E,13_L,region,FRG,4785,37994
E,13_L,region,FRH,7006,29801
E,13_L,region,FRI,12174,37819
E,13_L,region,FRJ,7163,38195
E,13_L,region,FRK,31625,40985
E,13_L,region,FRL,9914,39032
E,13_L,region,FRY,4781,53445
E,14_M,region,FR1,489715,68410
E,14_M,region,FRB,19842,40727
E,14_M,region,FRC,26425,40813
E,14_M,region,FRD,50994,37749
E,14_M,region,FRE,56060,47215
E,14_M,region,FRF,52611,42877
E,14_M,region,FRG,34259,44953
E,14_M,region,FRH,36100,35256
E,14_M,region,FRI,48425,43407
E,14_M,region,FRJ,92652,41433
E,14_M,region,FRK,183979,43161
E,14_M,region,FRL,70104,47161
E,14_M,region,FRY,10890,40399
E,15_N,region,FR1,545793,33101
E,15_N,region,FRB,45839,25950
E,15_N,region,FRC,55754,26460
E,15_N,region,FRD,38801,29138
E,15_N,region,FRE,201318,26868
E,15_N,region,FRF,124582,26464
E,15_N,region,FRG,106504,27602
E,15_N,region,FRH,93100,27919
E,15_N,region,FRI,141909,27717
E,15_N,region,FRJ,104243,26385
E,15_N,region,FRK,172750,26430
E,15_N,region,FRL,145164,29952
E,15_N,region,FRY,45242,24909
E,17_O,region,FR1,65006,39566
E,17_O,region,FRB,2458,37722
E,17_O,region,FRC,5037,35159
E,17_O,region,FRD,7975,35492
E,17_O,region,FRE,14164,32735
E,17_O,region,FRF,15610,33671
E,17_O,region,FRG,2989,33831
E,17_O,region,FRH,5488,37853
E,17_O,region,FRI,39826,29625
E,17_O,region,FRJ,32375,32450
E,17_O,region,FRK,21010,35871
E,17_O,region,FRL,26554,34414
E,17_O,region,FRY,7653,43163
E,18_P,region,FR1,18131,36271
E,18_P,region,FRB,2551,34956
E,18_P,region,FRC,4483,53202
E,18_P,region,FRD,2554,29780
E,18_P,region,FRE,9615,29111
E,18_P,region,FRF,4520,16064
E,18_P,region,FRG,5221,21441
E,18_P,region,FRH,467,33888
E,18_P,region,FRI,2300,33241
E,18_P,region,FRJ,6269,28169
E,18_P,region,FRK,5043,26809
E,18_P,region,FRL,5419,29246
E,18_P,region,FRY,589,44851
E,19_Q,region,FR1,265202,32468
E,19_Q,region,FRB,83035,25636
E,19_Q,region,FRC,54156,23878
E,19_Q,region,FRD,97928,27317
E,19_Q,region,FRE,138016,25075
E,19_Q,region,FRF,168388,25828
E,19_Q,region,FRG,121941,24697
E,19_Q,region,FRH,71888,27781
E,19_Q,region,FRI,168198,24983
E,19_Q,region,FRJ,153794,28533
E,19_Q,region,FRK,173248,30040
E,19_Q,region,FRL,174313,24909
E,19_Q,region,FRY,42670,27131
E,20_R,region,FR1,67755,45306
E,20_R,region,FRB,4759,33137
E,20_R,region,FRC,2263,27677
E,20_R,region,FRD,3433,30794
E,20_R,region,FRE,11253,40360
E,20_R,region,FRF,14106,43176
E,20_R,region,FRG,10900,31824
E,20_R,region,FRH,1166,36587
E,20_R,region,FRI,18064,45563
E,20_R,region,FRJ,10826,30302
E,20_R,region,FRK,23052,31861
E,20_R,region,FRL,15170,39095
E,20_R,region,FRY,3317,48148
E,21_S,region,FR1,68650,35656
E,21_S,region,FRB,6302,29015
E,21_S,region,FRC,18335,35051
E,21_S,region,FRD,16373,27999
E,21_S,region,FRE,21412,24795
E,21_S,region,FRF,22173,24974
E,21_S,region,FRG,20728,29484
E,21_S,region,FRH,7776,32600
E,21_S,region,FRI,24475,26662
E,21_S,region,FRJ,15385,24430
E,21_S,region,FRK,27249,26840
E,21_S,region,FRL,13585,29762
E,21_S,region,FRY,8377,36453
E,04_BDE,region,E,340045,47679
E,05_C,region,E,2469940,44127
E,06_F,region,E,983233,37688
E,08_G,region,E,2440067,35768
E,09_H,region,E,1289040,36678
E,10_I,region,E,677072,26020
E,11_J,region,E,791321,57014
E,12_K,region,E,740808,63179
E,13_L,region,E,180073,41836
E,14_M,region,E,1172054,53458
E,15_N,region,E,1820998,29012
E,17_O,region,E,246145,35146
E,18_P,region,E,67162,31485
E,19_Q,region,E,1712778,27331
E,20_R,region,E,186066,40242
E,21_S,region,E,270820,30096
F,01_B_S,profession,1,803392,65632
F,01_B_S,profession,2,815728,47620
F,01_B_S,profession,3,1258205,35424
F,01_B_S,profession,4,1230277,28002
F,01_B_S,profession,5,1138275,24751
F,01_B_S,profession,6,103410,27066
F,01_B_S,profession,8,257941,28598
F,01_B_S,profession,9,1092780,18350
H,01_B_S,profession,1,1008696,86241
H,01_B_S,profession,2,1204316,64844
H,01_B_S,profession,3,1582452,42051
H,01_B_S,profession,4,807128,28393
H,01_B_S,profession,5,660588,28958
H,01_B_S,profession,6,1119544,31095
H,01_B_S,profession,8,1331326,32173
H,01_B_S,profession,9,973563,22803
F,01_B_S,profession,E,6700009,34195
H,01_B_S,profession,E,8687613,42996
E,01_B_S,profession,1,1812087,77099
E,01_B_S,profession,2,2020045,57888
E,01_B_S,profession,3,2840657,39110
E,01_B_S,profession,4,2037405,28157
E,01_B_S,profession,5,1798863,26303
E,01_B_S,profession,6,1222954,30755
E,01_B_S,profession,8,1589267,31602
E,01_B_S,profession,9,2066343,20447
E,01_B_S,profession,E,15387622,39166
F,02_B_N,profession,1,709901,67539
F,02_B_N,profession,2,453319,58006
F,02_B_N,profession,3,886297,37941
F,02_B_N,profession,4,1043548,28115
F,02_B_N,profession,5,731974,24632
F,02_B_N,profession,6,88422,27663
F,02_B_N,profession,8,255739,28622
F,02_B_N,profession,9,723039,18571
H,02_B_N,profession,1,928761,88253
H,02_B_N,profession,2,1074031,67196
H,02_B_N,profession,3,1467998,42438
H,02_B_N,profession,4,760174,28536
H,02_B_N,profession,5,564505,29272
H,02_B_N,profession,6,1085306,31297
H,02_B_N,profession,8,1287554,32661
H,02_B_N,profession,9,844083,23898
F,02_B_N,profession,E,4892238,36505
H,02_B_N,profession,E,8012413,43792
E,02_B_N,profession,1,1638662,79275
E,02_B_N,profession,2,1527350,64471
E,02_B_N,profession,3,2354295,40743
E,02_B_N,profession,4,1803721,28292
E,02_B_N,profession,5,1296479,26667
E,02_B_N,profession,6,1173728,31023
E,02_B_N,profession,8,1543294,32003
E,02_B_N,profession,9,1567122,21439
E,02_B_N,profession,E,12904651,41034
F,03_B_E,profession,1,89527,70948
F,03_B_E,profession,2,82592,66595
F,03_B_E,profession,3,170125,39542
F,03_B_E,profession,4,97664,30420
F,03_B_E,profession,5,49324,21651
F,03_B_E,profession,6,55480,27610
F,03_B_E,profession,8,128947,29326
F,03_B_E,profession,9,43514,27189
F,07_G_N,profession,1,600827,67197
F,07_G_N,profession,2,362821,55989
F,07_G_N,profession,3,688605,37571
F,07_G_N,profession,4,903753,27825
F,07_G_N,profession,5,681579,24851
F,07_G_N,profession,6,29507,27378
F,07_G_N,profession,8,126688,27850
F,07_G_N,profession,9,679027,18019
F,16_O_S,profession,1,93491,51163
F,16_O_S,profession,2,362410,34655
F,16_O_S,profession,3,371908,29444
F,16_O_S,profession,4,186729,27374
F,16_O_S,profession,5,406301,24962
F,16_O_S,profession,6,14989,23566
F,16_O_S,profession,8,2202,25877
F,16_O_S,profession,9,369741,17917
H,03_B_E,profession,1,153531,98107
H,03_B_E,profession,2,317184,71133
H,03_B_E,profession,3,509242,44734
H,03_B_E,profession,4,54955,34035
H,03_B_E,profession,5,8049,33974
H,03_B_E,profession,6,372613,31162
H,03_B_E,profession,8,522936,33782
H,03_B_E,profession,9,154302,27409
H,07_G_N,profession,1,712525,87526
H,07_G_N,profession,2,712230,65883
H,07_G_N,profession,3,755328,41278
H,07_G_N,profession,4,689373,28024
H,07_G_N,profession,5,554603,29196
H,07_G_N,profession,6,351726,30338
H,07_G_N,profession,8,701202,31615
H,07_G_N,profession,9,561637,23188
H,16_O_S,profession,1,79935,62863
H,16_O_S,profession,2,130285,45387
H,16_O_S,profession,3,114454,37060
H,16_O_S,profession,4,46954,26085
H,16_O_S,profession,5,96084,27121
H,16_O_S,profession,6,34238,24741
H,16_O_S,profession,8,43772,17890
H,16_O_S,profession,9,129480,15665
F,03_B_E,profession,E,717173,40604
F,07_G_N,profession,E,4072809,35690
F,16_O_S,profession,E,1807771,27977
H,03_B_E,profession,E,2092812,45914
H,07_G_N,profession,E,5038624,44024
H,16_O_S,profession,E,675200,33546
E,03_B_E,profession,1,243058,88099
E,03_B_E,profession,2,399776,70196
E,03_B_E,profession,3,679367,43433
E,03_B_E,profession,4,152620,31723
E,03_B_E,profession,5,57373,23380
E,03_B_E,profession,6,428093,30705
E,03_B_E,profession,8,651883,32896
E,03_B_E,profession,9,197816,27361
E,07_G_N,profession,1,1313353,78220
E,07_G_N,profession,2,1075051,62546
E,07_G_N,profession,3,1443933,39506
E,07_G_N,profession,4,1593127,27912
E,07_G_N,profession,5,1236183,26816
E,07_G_N,profession,6,381233,30109
E,07_G_N,profession,8,827890,31062
E,07_G_N,profession,9,1240664,20358
E,16_O_S,profession,1,173426,56550
E,16_O_S,profession,2,492694,37484
E,16_O_S,profession,3,486362,31223
E,16_O_S,profession,4,233683,27115
E,16_O_S,profession,5,502384,25375
E,16_O_S,profession,6,49226,24384
E,16_O_S,profession,8,45974,18273
E,16_O_S,profession,9,499221,17333
E,03_B_E,profession,E,2809986,44558
E,07_G_N,profession,E,9111433,40305
E,16_O_S,profession,E,2482971,29489
F,04_BDE,profession,1,11616,70715
F,04_BDE,profession,2,18331,64763
F,04_BDE,profession,3,24021,41906
F,04_BDE,profession,4,15188,29350
F,04_BDE,profession,5,158,33398
F,04_BDE,profession,6,1040,31302
F,04_BDE,profession,8,2688,31964
F,04_BDE,profession,9,2350,24464
F,05_C,profession,1,77912,70982
F,05_C,profession,2,64261,67118
